target,value,tid,date,cookie,hashid,ip,platform,webGL,canvas,deviceId
platform,web,e1054c76-9a92-4f7c-b951-6f22959678d5,2020-07-29,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,188.170.81.63,web,34018239,957699646,592669099
userAgent,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 YaBrowser/20.4.3.268 (beta) Yowser/2.5 Safari/537.36",36b4a170-4d5f-4653-e9cf-2e016ab80f35,2020-07-29,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,188.170.81.63,web,34018239,957699646,592669099
userAgent,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 YaBrowser/20.4.3.268 (beta) Yowser/2.5 Safari/537.36",63ee60da-68bd-492f-c208-85f36e466e41,2020-07-29,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,188.170.81.63,web,34018239,957699646,592669099
userAgent,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 YaBrowser/20.4.3.268 (beta) Yowser/2.5 Safari/537.36",96c92e90-bea8-449b-3834-a4678ee62733,2020-07-29,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,188.170.81.63,web,34018239,957699646,592669099
userAgent,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 YaBrowser/20.4.3.268 (beta) Yowser/2.5 Safari/537.36",d2360b8a-6cb5-4e42-a724-69e9895b678f,2020-07-29,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,188.170.81.63,web,34018239,957699646,592669099
userAgent,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 YaBrowser/20.4.3.268 (beta) Yowser/2.5 Safari/537.36",e1054c76-9a92-4f7c-b951-6f22959678d5,2020-07-29,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,188.170.81.63,web,34018239,957699646,592669099
webGL_hash,34018239,36b4a170-4d5f-4653-e9cf-2e016ab80f35,2020-07-29,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,188.170.81.63,web,34018239,957699646,592669099
webGL_hash,34018239,63ee60da-68bd-492f-c208-85f36e466e41,2020-07-29,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,188.170.81.63,web,34018239,957699646,592669099
webGL_hash,34018239,96c92e90-bea8-449b-3834-a4678ee62733,2020-07-29,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,188.170.81.63,web,34018239,957699646,592669099
webGL_hash,34018239,d2360b8a-6cb5-4e42-a724-69e9895b678f,2020-07-29,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,188.170.81.63,web,34018239,957699646,592669099
webGL_hash,34018239,e1054c76-9a92-4f7c-b951-6f22959678d5,2020-07-29,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,188.170.81.63,web,34018239,957699646,592669099
operation_system,Linux x86_64,df70a99d-354b-46b8-d10e-012b6ae6c31b,2020-07-31,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,188.170.81.63,web,34018239,957699646,592669099
operation_system,MacIntel,31adfecb-8ef5-44b7-bd86-5ace4f1524bc,2020-07-31,24c7a4e2fec543df9e0e685f310b7d4f,3B8F33FD56B578C194655C76928AD76E32E59FE76CA8D951D5C627E66A5CDF27,46.151.157.153,web,2978652933,3938544732,1581850665
operation_system,MacIntel,7ce3663c-2493-4252-f172-bb439c10a3f2,2020-07-31,24c7a4e2fec543df9e0e685f310b7d4f,3B8F33FD56B578C194655C76928AD76E32E59FE76CA8D951D5C627E66A5CDF27,46.151.157.153,web,2978652933,3938544732,1581850665
platform,web,31adfecb-8ef5-44b7-bd86-5ace4f1524bc,2020-07-31,24c7a4e2fec543df9e0e685f310b7d4f,3B8F33FD56B578C194655C76928AD76E32E59FE76CA8D951D5C627E66A5CDF27,46.151.157.153,web,2978652933,3938544732,1581850665
platform,web,7ce3663c-2493-4252-f172-bb439c10a3f2,2020-07-31,24c7a4e2fec543df9e0e685f310b7d4f,3B8F33FD56B578C194655C76928AD76E32E59FE76CA8D951D5C627E66A5CDF27,46.151.157.153,web,2978652933,3938544732,1581850665
platform,web,df70a99d-354b-46b8-d10e-012b6ae6c31b,2020-07-31,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,188.170.81.63,web,34018239,957699646,592669099
userAgent,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",31adfecb-8ef5-44b7-bd86-5ace4f1524bc,2020-07-31,24c7a4e2fec543df9e0e685f310b7d4f,3B8F33FD56B578C194655C76928AD76E32E59FE76CA8D951D5C627E66A5CDF27,46.151.157.153,web,2978652933,3938544732,1581850665
userAgent,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",7ce3663c-2493-4252-f172-bb439c10a3f2,2020-07-31,24c7a4e2fec543df9e0e685f310b7d4f,3B8F33FD56B578C194655C76928AD76E32E59FE76CA8D951D5C627E66A5CDF27,46.151.157.153,web,2978652933,3938544732,1581850665
userAgent,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 YaBrowser/20.4.3.268 (beta) Yowser/2.5 Safari/537.36",df70a99d-354b-46b8-d10e-012b6ae6c31b,2020-07-31,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,188.170.81.63,web,34018239,957699646,592669099
webGL_hash,2978652933,31adfecb-8ef5-44b7-bd86-5ace4f1524bc,2020-07-31,24c7a4e2fec543df9e0e685f310b7d4f,3B8F33FD56B578C194655C76928AD76E32E59FE76CA8D951D5C627E66A5CDF27,46.151.157.153,web,2978652933,3938544732,1581850665
webGL_hash,2978652933,7ce3663c-2493-4252-f172-bb439c10a3f2,2020-07-31,24c7a4e2fec543df9e0e685f310b7d4f,3B8F33FD56B578C194655C76928AD76E32E59FE76CA8D951D5C627E66A5CDF27,46.151.157.153,web,2978652933,3938544732,1581850665
webGL_hash,34018239,df70a99d-354b-46b8-d10e-012b6ae6c31b,2020-07-31,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,188.170.81.63,web,34018239,957699646,592669099
operation_system,MacIntel,6c70b52a-4d91-4bca-9ff9-d3d8f62c69a4,2020-08-17,24c7a4e2fec543df9e0e685f310b7d4f,3B8F33FD56B578C194655C76928AD76E32E59FE76CA8D951D5C627E66A5CDF27,46.151.157.153,web,2978652933,3938544732,1581850665
platform,web,6c70b52a-4d91-4bca-9ff9-d3d8f62c69a4,2020-08-17,24c7a4e2fec543df9e0e685f310b7d4f,3B8F33FD56B578C194655C76928AD76E32E59FE76CA8D951D5C627E66A5CDF27,46.151.157.153,web,2978652933,3938544732,1581850665
userAgent,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",6c70b52a-4d91-4bca-9ff9-d3d8f62c69a4,2020-08-17,24c7a4e2fec543df9e0e685f310b7d4f,3B8F33FD56B578C194655C76928AD76E32E59FE76CA8D951D5C627E66A5CDF27,46.151.157.153,web,2978652933,3938544732,1581850665
webGL_hash,2978652933,6c70b52a-4d91-4bca-9ff9-d3d8f62c69a4,2020-08-17,24c7a4e2fec543df9e0e685f310b7d4f,3B8F33FD56B578C194655C76928AD76E32E59FE76CA8D951D5C627E66A5CDF27,46.151.157.153,web,2978652933,3938544732,1581850665
operation_system,Linux x86_64,4b613a2c-fc1d-4810-f25a-4cc0f87533ee,2020-08-18,09fa10cb472b474d94fd08b0ba3aa23b,3B8F33FD56B578C194655C76928AD76E32E59FE76CA8D951D5C627E66A5CDF27,93.159.236.41,web,1437082207,3009703585,119669791
platform,web,4b613a2c-fc1d-4810-f25a-4cc0f87533ee,2020-08-18,09fa10cb472b474d94fd08b0ba3aa23b,3B8F33FD56B578C194655C76928AD76E32E59FE76CA8D951D5C627E66A5CDF27,93.159.236.41,web,1437082207,3009703585,119669791
userAgent,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 YaBrowser/20.4.3.268 (beta) Yowser/2.5 Safari/537.36",4b613a2c-fc1d-4810-f25a-4cc0f87533ee,2020-08-18,09fa10cb472b474d94fd08b0ba3aa23b,3B8F33FD56B578C194655C76928AD76E32E59FE76CA8D951D5C627E66A5CDF27,93.159.236.41,web,1437082207,3009703585,119669791
webGL_hash,1437082207,4b613a2c-fc1d-4810-f25a-4cc0f87533ee,2020-08-18,09fa10cb472b474d94fd08b0ba3aa23b,3B8F33FD56B578C194655C76928AD76E32E59FE76CA8D951D5C627E66A5CDF27,93.159.236.41,web,1437082207,3009703585,119669791
operation_system,Linux x86_64,8642e093-4dd3-4a36-d24f-bae92b4f8ab5,2020-06-25,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,2a00:1fa0:468b:7913:201d:1c40:8b5f:eda8,web,34018239,957699646,3689524764
operation_system,Linux x86_64,d04cbe00-2730-44e4-dd86-0b2d87815971,2020-06-25,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,2a00:1fa0:468b:7913:201d:1c40:8b5f:eda8,web,34018239,957699646,3689524764
platform,web,8642e093-4dd3-4a36-d24f-bae92b4f8ab5,2020-06-25,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,2a00:1fa0:468b:7913:201d:1c40:8b5f:eda8,web,34018239,957699646,3689524764
platform,web,d04cbe00-2730-44e4-dd86-0b2d87815971,2020-06-25,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,2a00:1fa0:468b:7913:201d:1c40:8b5f:eda8,web,34018239,957699646,3689524764
userAgent,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 YaBrowser/20.4.3.268 (beta) Yowser/2.5 Safari/537.36",8642e093-4dd3-4a36-d24f-bae92b4f8ab5,2020-06-25,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,2a00:1fa0:468b:7913:201d:1c40:8b5f:eda8,web,34018239,957699646,3689524764
userAgent,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 YaBrowser/20.4.3.268 (beta) Yowser/2.5 Safari/537.36",d04cbe00-2730-44e4-dd86-0b2d87815971,2020-06-25,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,2a00:1fa0:468b:7913:201d:1c40:8b5f:eda8,web,34018239,957699646,3689524764
webGL_hash,34018239,8642e093-4dd3-4a36-d24f-bae92b4f8ab5,2020-06-25,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,2a00:1fa0:468b:7913:201d:1c40:8b5f:eda8,web,34018239,957699646,3689524764
webGL_hash,34018239,d04cbe00-2730-44e4-dd86-0b2d87815971,2020-06-25,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,2a00:1fa0:468b:7913:201d:1c40:8b5f:eda8,web,34018239,957699646,3689524764
operation_system,Linux x86_64,20aa690b-e1d1-43ad-dcc9-51978ff38020,2020-06-30,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,2a00:1fa0:8ff:64c2:7425:5e2:aed1:5871,web,34018239,957699646,3689524764
operation_system,Linux x86_64,25da0dd7-0152-4227-da77-efb959f23add,2020-06-30,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,2a00:1fa0:4839:5271:7425:5e2:aed1:5871,web,34018239,957699646,3689524764
operation_system,Linux x86_64,6554a7a5-c856-4bb0-44a1-8241cc93822d,2020-06-30,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,2a00:1fa0:4839:5271:7425:5e2:aed1:5871,web,34018239,957699646,3689524764
operation_system,Linux x86_64,6f028cef-fd50-48d3-262b-e9a4547fdd50,2020-06-30,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,2a00:1fa0:8ff:64c2:7425:5e2:aed1:5871,web,34018239,957699646,3689524764
operation_system,Linux x86_64,884dcfad-812d-45f5-ee54-69674df1416c,2020-06-30,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,2a00:1fa0:8ff:64c2:7425:5e2:aed1:5871,web,34018239,957699646,3689524764
operation_system,Linux x86_64,a165aae4-b7e2-4b45-8bcc-49ade62e3ef6,2020-06-30,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,2a00:1fa0:4839:5271:7425:5e2:aed1:5871,web,34018239,957699646,3689524764
operation_system,Linux x86_64,a35b74cf-a96b-42ed-0c3e-384a29858318,2020-06-30,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,2a00:1fa0:8ff:64c2:7425:5e2:aed1:5871,web,34018239,957699646,3689524764
operation_system,Linux x86_64,a8a207f0-401b-4f03-2fcb-8fdfac64b994,2020-06-30,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,2a00:1fa0:8ff:64c2:7425:5e2:aed1:5871,web,34018239,957699646,3689524764
operation_system,Linux x86_64,c4e60023-b9f2-44ed-4d61-25d056b92e30,2020-06-30,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,2a00:1fa0:8ff:64c2:7425:5e2:aed1:5871,web,34018239,957699646,3689524764
operation_system,Linux x86_64,c674c4e6-d712-4d6e-aedb-89f8c2528d18,2020-06-30,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,2a00:1fa0:4839:5271:7425:5e2:aed1:5871,web,34018239,957699646,3689524764
operation_system,Linux x86_64,efafab92-0134-4319-1e98-357844407876,2020-06-30,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,2a00:1fa0:8ff:64c2:7425:5e2:aed1:5871,web,34018239,957699646,3689524764
platform,web,20aa690b-e1d1-43ad-dcc9-51978ff38020,2020-06-30,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,2a00:1fa0:8ff:64c2:7425:5e2:aed1:5871,web,34018239,957699646,3689524764
platform,web,25da0dd7-0152-4227-da77-efb959f23add,2020-06-30,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,2a00:1fa0:4839:5271:7425:5e2:aed1:5871,web,34018239,957699646,3689524764
platform,web,6554a7a5-c856-4bb0-44a1-8241cc93822d,2020-06-30,d9e7a870f8d446eba6663b180a4dc329,0CE6068F62B2658CD80F6EB47A8B285B6181E9BB20073A35077ECEF2D89A48C0,2a00:1fa0:4839:5271:7425:5e2:aed1:5871,web,34018239,957699646,3689524764
